text,themes
"Доброго дня скажіть будь ласка якщо я була уже в Німеччині мені не погодили параграф 24 дали відстрочену депортацію, я зараз знаходжуся у Польщі і хочу ще раз поїхати чи погодять мені параграф 24 і чи потрібно їхати в ту саму землю де я була перший раз",['general']
"Вітаю,шукаю подругу,Андельман  Фаїну  Семенівна, дівоче прізвище,виїхала давно,35 років   тому,раптом  хтось знає..напишіть. ,можливо  підкажете,як шукати..буду  вдячна..",['general']
Платіть далі. Не розбирайтеся і не слухайте інших. Ви ж бо не одні такі)  я вам кажу де за 30 км роблять нормально і по страховій. А ви і далі несете в маси,['general']
В том и дело что не одна я в такой ситуации.Ну если нужно платить то будем платить здоровье важнее,['general']
"Друзі,чи є хтось із м.Бохум ?
Чи є там якийсь волонтерський центр де розселять біженців ?",['general']
"Ми теж лікували і в березні, і квітені, і на червень нові терміни. Ніхто ні за яку оплату ні на одній землі, ні на іншій не просить. Розбирайтеся зі страховою. Якщо вона покриває, то яка різниця хто платить страховку. Ваш випадок дивний, тому не узагальнюйте за всю Німеччину чи землю ,що там ""після нового року"" всьо",['general']
Доброго дня,['general']
"Мы согласились уже на части,так как ребенку надо было в школу справку про то что он взят на учёт лечение зубов",['general']
Бред,['general']
Вчора тільки повернулися з Bruchmühlbach-Miseau. Хоча страхова взагалі в Saarland. Їдьте туди значить. Вам недалеко. Український стоматолог,['general']
Я вам говорю что мне сказали в 3 клиниках.В Цвайбрюкене и Бесхофене что оплата проходит сейчас наличными максимум что они могут сделать это платеж частями,['general']
Яка різниця стращовій хто платить страховку? Якщо вона платиться 100% і є обов'язкова. Чи ви з один з Rheinland Pfalz думаєте?,['general']
Главное что бы не пришел потом счёт,['finances']
"Доброе утро,может кто знает хочу подать документы на параграф 24 и у меня такой вопрос если на переводе на немецкий язык (доказательство что я был на начало войны в Украине) там будет квадратный штамп а не круглый,это может повлиять?","['adaptation', 'documents']"
"Доброго ранку!

Друзі, поділіться посилання на сайт МТСБУ, де можна підтвердити страховий стаж.",['general']
Значит Вам не повезло. Я лечил в прошлом месяце,['general']
Ну вам виднее земля Райланд Пфальц если ты на пособии и сам не платишь страховую то уже эти плюшки сняли.,['general']
Покрывает,['general']
С нового года страховка уже не покрывает лечение зубов,['finances']
Я лечила по страховке Аок и всё норм .,['general']
Лікування зубів Покриває АОК. Точно,['general']
Ні. Зуби страхова не покриває,['general']
"Напишу  в пп номер телефона юриста, проконсультуйтесь",['general']
"Адвокат Демченко у себя на Ютюбе обо всём рассказывает ,разжовывает",['general']
Посмотрите в интернете новые поправки в законе поводу прийома беженцев.Уже приняли новые поправки .,['general']
"Треба монолітчиків в Німеччину,з документами всі питання в приват",['documents']
"Доброго дня . Шукаю роботу для дівчат в Німеччині. Якщо маєте пропозиції, будь ласка пишіть в приватні повідомлення",['housing']
"Если у вас только песель и больше ничего в Польше. Если вы выехали из Украины во время войны и у вас есть доказательства что вы в эти даты действительно там были, то закройте песель и езжайте спокойно подаваться на параграф",['general']
То робiть робочу вiзу.Через табiр це параграф 24-захист вiд вiйни,['general']
"Я не від чого не біжу, Хочу переїхати щоб там жити та працювати.",['general']
"Польща ж дала вам захист,вiд чого ви бiжите?",['general']
"Доброго вечора, маю питання, я беженка з України, зараз живу у Польщі тут я маю песель, хочу переїхати до Німеччини, чи приймуть мене через лагерь?",['general']
Вітаю. В кого є толковий рієлтор в Вене. Напишіть номерок. Дякую,['general']
"Нам больше чем пол года документы  делали, но до этого прописали и на азюль посадили",['documents']
"Добрий вечір, шукаю квартиру для одної людини під оплату від Джобцентра в Дюсельдорф, Ессен, Дортмунд.",['general']
Доброго вечора. Шукаю квартиру у Дуйсбурзі 2 кімнатну ...,['general']
Дают! Виртуальный😂,['general']
"Интересно, чек дают? Всё же официально 🤔",['general']
А то Вы не знаете) Деньги взяли и на этом всё😂,['finances']
В Тисе топят наверное,['general']
Каким образом?,['general']
"Ви можете с 16 рокi в самi подорожувати,якщо э всi документи",['documents']
17,['general']
Скiльки вам рокi в?,['general']
"Доброго вечора, хотів б запитати можливо хтось мав схожу ситуацію я хотів поїхати на канікули в Україну ,джобцентр відпустив, а куратор каже що мені не можна нікуди їхати,бо я не повнолітній,а довіреність на мого рідного брата йому 21 і він зі мною не може виїхати чи є якись вихід з цієї ситуації?
Буду дуже вдячний",['general']
пока вы находитесь в процессе оформления документов вы можете оставаться свыше 90 дней,['documents']
Wie lange sind sie schon als Student hier in Deutschland und wo waren sie vorher?,['general']
"Доброго дня, можливо хтось може допомогти, я зараз працюю як студент в Німеччині, хочу паралельно отримати пар. 24, чи можу я в статусі студенки на практиці податись на параграф, і інше питання, якщо я подамся на параграф, але рішення з міграційки не прийде до 90 днів, чи можу я пересидіти цей термін?",['general']
Підкажіть будь ласка в  якого оператора найкраще купляти сім карту? В якого найвигідніше буде безлімітний  інтернет?,['general']
Дякую,['general']
1Можна любою українською картою в межах лімітів. 2. Sepa,['general']
"Доброго вечора. Підскажіть, картою монобанку можна розраховуватись в Німеччині? І друге питання, як переводити євро на єврову карту монобанк в Україну? Дякую",['finances']
"Наприклад, карієс",['general']
"Чи можна лікувати зуби по страховці в Німеччині, як біженець? Дякую",['general']
З Верховини?,['general']
це незалежні одне від одного речi,['general']
Падкінулі,['general']
А чей?,['general']
Це не наш,['general']
Продам змивний котячий унітаз . Відео огляд в особисті,['general']
**Kleingewerbe**,['general']
Haben sie denn ein Geschäft oder sind sie aktuell arbeitslos und machen das privat?,['general']
"Подскажите,может кто то владеет информацией,есть ли сейчас мобильные группы ( как были в 23-24году), где можно сдать ДНК тест родственникам,чьи мужчины числятся как безвести пропавшие на войне?",['general']
Краще гроші на ЗСУ переведіть. Політати ще встигнете по 24параграфу😡,['finances']
"Всім доброго дня, дуже потребую перевізника, якщо можливо хтось має знайомих або автобусні рейси 
Я флорист і замовляю всі товари в Україні. Хто б міг мені з Вінниці у Мюнхен привезти 3 картонні коробки, сумарна вага усіх 3 40 кг.
Буду дуже вдячна за допомогу",['general']
"Вопрос к мастерам в сфере Бьюти❗️Подскажите пожалуйста, кто заказывает материалы из Украины, как вы оплачиваете товары? Переводом с немецкого банка? Как правильно записывать в бухгалтерию правильность конвертации и расходов?
Заранее благодарю за помощь!","['housing', 'finances']"
Гёрлиц,['general']
"Нужна машина для перевоза мебели. + пишите, отпишу.",['general']
Свободу енотам,['general']
"Der Waschbär fällt seit dem 03.08.2016 unter den Geltungsbereich der Verordnung (EG) 1143/2014 als prioritäre invasive Art unionsweiter Bedeutung. Sie darf in der EU nicht eingeführt, gehandelt, in Gefangenschaft gehalten oder transportiert werden (Art. 7).",['general']
Без енота не жизнь,['general']
"Доброго дня, можливо хтось знає як можна з України привезти єнота у Німеччину? Я знаю якщо по закону то має бути якийсь дозвіл виданий мисливцем.. але я в цьому не шарю, вдруг хто в курсі буду вдячна за будь-яку інформацію",['documents']
Чи є у когось контакти перевізника по Німеччині?(Оффенбург)Терміново потрібно,['general']
"Ich benötige einen Ausdruck der Steuernummer, da diese nach der Erstanmeldung nicht per Post kam.",['general']
Steuernummer,['general']
Може він вас не зрозумів? Ви так і запитали штояр чи штоярнумер?,['general']
Непонятливый,['general']
?,['general']
Штояр це хіба не ИНН?,['general']
Тебе нужен ИНН что непонятно,['general']
?,['general']
Это ИНН,['general']
Я сказав  що мені потрібен штояр він сказав що він нічим допомогти не може,['general']
Я питав там де прописувався,['general']
"Так да, там де прописувався - в Ратхаусі. Ви мабуть пішли питати не в Ратхаусі",['general']
Доброго дня. Чи має хтось контакти перекладача у місті Hallenberg?,['general']
"Ааа, тогда не интересует",['general']
Это перевозка нелегалов,['general']
"Был уже, не понравилось",['general']
На зону,['general']
Куда ехать?,['general']
Дякую за відповідь,['general']
"Незнаю,мне как нормальному человеку,по почте пришел,через пару недель после регистрации в Миграционке.",['general']
"Багато хто каже що в ратхаусі отримують ,я прийшов мені відмовили,я незнаю що робити",['general']
"Сказали подати онлайн, і чекати 2-6 тижднів  ,хоча вже пройшло два місяці",['general']
"Если не получил,обратись в Finanzamt.",['general']
Мені після реєстрації нічого не прийшло,['general']
**Налоговая служба Германии Finanzamt присваивает налоговый номер автоматически после регистрации в стране**. При этом самостоятельно ничего делать не нужно. Следует только зарегистрироваться в местной миграционной службе.,['finances']
Причина що ми не займаємся цим,['general']
Мені сказали що можна отримати там де прописувався,['general']
Його в Ратхаусі видають за 5 хвилин. По якій причині вам його не видали? Може ви не туди пішли?,['general']
"Я извиняюсь, а причем ДЦ к налоговому номеру? Сходите еще в Страховую узнайте. Если и там не выдадут,откройте Гугл и прочтите ,где получить налоговый номер.",['finances']
Доброго дня сьогодні я ходив у ратхаус мені не видали налоговий номер як можна отримати швидко щоб не чекати 2-6 тижднів,['finances']
Instagram - Українців в Німеччині 🇩🇪🇺🇦 👇🏻👇🏻👇🏻👇🏻,['general']
Добрый день. И мне можно?,['general']
Надо чтобы админы закрепили этот сайт в закреплённых смс . Тогда люди быстрее могут находить информацию нужную.А так этого нет и смс нужные в большом количестве теряются .,['general']
"Добрый день. Сколько нужно классов для поступления на аусбилдунг? Имею 9 классов, но часто слышу, что нужно минимум 10.",['general']
"І так може бути, і так",['general']
"Вітаю! В якому вигляді зараз надають дозвіл на проживання під тимчасовим захистом , це пластикова картка чи вклейка в паспорт ? Дякую","['housing', 'documents']"
Ви маєте летіти по закордонному паспорту.,['documents']
Дякую Вам за відповідь!,['general']
Ua help wiki. Там есть адреса где принимают,['general']
Летiти будь куди можна тiльки з дiйсним загранпаспортом,['documents']
"Доброго дня, підкажіть будь ласка з власного досвіду ,які зараз табори приймають,яке місто в Німеччині, які документи треба?,може знаєте контакти працівників з табору.
Я з сином хочемо їхати з України до Німеччини, порадьте щось,буду вдячна за відповідь.","['adaptation', 'documents']"
"По карті побиту ви можете легально працювати тільки в Польщі, якщо працювати в Німеччині нелегально, то отримаєте штраф і депорт. Можна отримати §24, але точно не з картою побиту.",['general']
"Якщо знаєте напшіьь будь ласка чи можна летіти з Польщі,якщо німецькі документи? Дякую",['documents']
"Здравствуйте , ищу русскоязычного Steuerberater ,  поделитесь пожалуйста контактами 🙏🏼 ( АХЕН, ДЮРЕН, ШТОЛЬБЕРГ )",['general']
Дякую,['general']
"Карлсруэ, земля Баден-Вюртемберг",['general']
"В Мюнхен, есть с маленькими собачками. Запрет на бойцовские породы.",['general']
"На всякий випадок , я у вас не запитувала , вдома чи не вдома , я задала конкретне запитання: хто знає зефірних флористів ?",['housing']
"Доброго дня,  підкажіть будь ласка якій табір приймає з тваринами.
Інформації перевіреної не знайшла.",['general']
на всякий випадок скажу що в Німеччині заборонено виготовляти їжу на продаж вдома,['housing']
Потрібен закордонний паспорт і все ми так виїжали без проблем,['documents']
Дякую,['general']
"Действующий загранпаспорт должен быть в первую очередь, на обратном пути документ о легальном пребывании в ЕС",['documents']
"Доброго дня .Напишіть будь ласка,хто найближчим часом літав в Єгипет.Які документи потрібно показувати в паспортному контролю.Маємо німецьке продовження параграфу.Дякую",['documents']
"Вітаю, чи є тут майстри зефірної флористики ?",['general']
Напишіть в особисті надам інформацію,['general']
"Пролистайте ленту, выезжают и за пару дней до 18, никаких проблем",['general']
Доброго дня скажить будь ласка хто вивозив хлопців 17 з половиной років за кордон нияких проблем не було на кордоні и яки треба документи.,['documents']
"А1 форму надо, все кто говорят что внж в вашей стране это внж по всему ЕС, люди с айкью ниже 90",['general']
Дякую Вам за відповідь),['general']
Работать у вашего польского работодателя на территории Германии. Такое иногда делают всяким водителям и тд. Сама карта по быту очевидно не дает вам никаких прав на работу в Германии,['work']
"В Польше если у вас какой-то проект или работа в Германии, ваша польская фирма может сделать вам командировочный лист в Германию который может дать вам право какое-то время работать в Германии",['work']
Какое отношение польский документ имеет к Германии?,['documents']
"Підскажіть будь ласка чи по карті побуту я можу їхати до Німеччини працювати? Якщо ні, то які наслідки. Якщо так то які документи маю я мати щоб не втратити карту побуту) і не бути депортованою з Німеччини. Дуже дякую Вам",['documents']
"Підкажіть будь ласка, хто відправляв в міграційну докази перебування в Україні до початку війни, вам приходила якась відповідь на електронну пошту? Якщо так, то як довго чекали на відповідь?",['general']
"ехать и искать работу нормальную, а не через польские фирмы с жильем. Если сама будет снимать жилье, то никто не будет указывать с кем ей жить.Если на начало войны они постоянно жили в Украине, то она может здесь податься на защиту и искать работу.",['general']
Дякую,['general']
Сайт Arzt-Auskunft,['general']
"Кассель
Міка + 4915143356830
Звертайтесь, допоможе, обійдетесь без операції",['general']
Наберите утром. Проконсультирую,['general']
Где шукати? Бажано по касселю,['general']
Есть специальные сайты по поиску врачей,['general']
Вот и ищщю,['general']
Ищите невролога или хирурга спины рядом с вами,['housing']
"Всем привет
Подскажьіте специалиста!!! Проблема со спиной , замучила  межпозпоночная грижа. Ходить не могу!",['general']
Заблокуйте,['general']
На фото Артур Тураев🤦‍♀,['general']
постоянно в чатах и группах под постами пишет,['general']
"коненчо наеб, этот чел уже 3 года с одной и той же фоткой скамит людей",['general']
Це наеб...,['general']
Мало платят?,['general']
"Всім доброго вечора,я Хлопець,20 років,шукаю житло для себе одного, земля Гессен бажано у містах Марбург, Гісен, або десь не дуже далеко від них, підкажіть може у кого є які контакти з приводу житла і бажано щоб приймали з оплатою через джобцентр,буду дуже вдячний",['general']
"Не знаю за все лагери, но в Мюнхен где я сейчас  принимают круглосуточно.",['general']
"Выписывать, так как человек больше здесь не живёт. И искать замену",['general']
Є,['general']
Прописка ж е?,['general']
"Доброго дня,
Підкажіть, будь ласка. Якщо виникла така ситуація. 3 людей знімають квартиру як WG. Грошi за квартиру знімаються з рахунку одного з мешканців. Інші віддають йому гроші.  І ось один з мешканців вирішив виїхати пожити у знайомих в за весь цей час за квартиру не платить. Чи повинні двоє інших за нього платити чи сплачувати лише свою частку?",['finances']
"Апостиль нужно делать в той стране,в которой выдан документ",['documents']
"Кто подскажет , если приехать в Германию с документами без апостиля, можно будет где-то на месте сделать ? Бавария",['documents']
"А там лягти поспати є де? В нас стара людина. Бо писали в групі, що люди пізно приїхали і просиділи всю ніч.",['general']
"Приймають не табори а пункти первинного прийому українських біженців. Вони цілодобово.
Там ( в пункті прийому) перебуваете декілька днів а тільки потім у табір",['general']
"Лагеря принимают круглосуточно, не перейматесь.",['general']
"Здравствуйте. Скажите, кто в теме? Если приехал в Германию поздно, то можно найти где-то переночевать?
Что бы на следующий день с самого утра поехать в лагерь? Не может быть таких ньюансов, что потом не примут?",['general']
"Здравствуйте. Скажите, кто в теме? Если приехал в Германию поздно, то можно найти где-то переночевать?
Что бы на следующий день с самого утра поехать в лагерь? Не может быть таких ньюансов, что потом не примут?",['general']
да да пупсик щас пойду не переживай,['general']
Иди уроки учи,['general']
"Всё малютка иди отдыхай, интернет боец)",['general']
"Нечего мне делать, к таким как ты с другого края Германии ехать) тем более я тебе уже все сказал, что если ты так общаешься - не рассчитывай на то, что с тобой нормально будут говорить",['general']
"А ну всё главное слится, ставитель на место)",['general']
"Сколько тебе лет, малой? Ты ещё с этого не вырос? Такое нужно было дома оставить, а то можешь сильно пожалеть",['housing']
"Спросить у человека по какому делу он идёт к бератору и получить на это грубый ответ - это я начал срач правильно понимаю? 
О какой ты жеский, на место поставить
Можем через неделю в Берлине встретится, попробуешь на место поставить, го?",['general']
"Я помог в личке, чтобы без твоих комментарий обойтись.  А как ты хотел, что бы тебе не грубили, когда ты сам первый срач начинаешь? Таких как ты нужно на место ставить, по-этому тебе и грубят",['general']
"Ні, це робиться інакше. Вивчіть умови та необхідні документи для отримання робочої візи. Там крім робочого договору ще купа документів",['documents']
ты кстати когда там ответишь этой девушке? Уже 15 минут прошло ты все никак ей не поможешь что делать то нужно) клоундей,['general']
"какой токсик? Я подсказать девушке пытался, потому что малоли человек не правильно понял что-то из сообщения от бератора. Мне человек сначало на простой вопрос не может а потом пишет ""не знаешь ответа"" промолчи. При том что она не знает что такое резюме)
Какой тут токсик? А этот чел выше мне грубил ранее, поэтому я ему так и ответил",['general']
"А ты сам чем занимаешься? Пересмотри как ты общаешься с людьми, токсик. От безделья крышу рвет у тебя, выпей таблетку",['general']
"Пойди проспись,с тобой никто не общался .И отвечай тому,  кто спрашивает ,мне твои простыни не интересны.",['general']
"Приветствую всех. Кто смог бы скинуть мне гривну на Украинскую карту, а тут на месте я бы отдал евро? Город Мюнхен",['adaptation']
"А сори ты же умничаешь в чате, оскорбляешь людей, а когда тебе в личку чето пишут или пруфы кидают ты историю сообщений удаляешь)",['general']
"параграф 24 дает право на работу. Ты можешь получить параграф в конкретном городе если у тебя есть тут близкие родственники или ты нашел тут работу (если мы говорим про перегруженный беженцами город)
Я могу тебе прислать бумагу ответ-одному из клиентов где об этом прямо отвечает миграционная служба",['adaptation']
"Вам потрібно їхати в місто Бохум , там є розподільчій центр Землі.",['adaptation']
"Нет,нельзя.Вы можете находиться и работать только имея визу.",['work']
Може є якийсь список всіх пунктів? Як мені до них звернутись,['general']
"обращаться в лагерь и спрашивать могут ли они вас принять
Если у вас будет своя прописка и трудоустройство вы можете в любой земле остаться и городе, даже перегруженном",['adaptation']
"Добрий день! 
Добрі люди, підкажіть, в Кельне приймають ще біженців, може хтось знає де взяти інформацію по всім регіонам, щоб розуміти куди їхати?",['general']
"это ж вы спросили что такое резюме, не я. да это удивило, особенно при наличии доступа в интернет",['general']
"даже если и проверяют наличие денежных средств по условиям безвиза,то это не обязательно наличка, это и деньги на картах, если не ошибаюсь то раньше было 65 евро на день","['documents', 'finances']"
"для этого же работать надо, чтобы знать что такое резюме)",['work']
"вы не знаете что такое резюме? это описание вашей трудовой деятельности, обучения, опыт в работе. В интернете есть куча сайтов для создания резюме. Бератор будет смотреть какая у вас есть перспектива на трудоустройство",['general']
"добрый день, подскажите пожалуйста, кто ездил в Украину и назад, действительно начали  проверять наличные? и какая сумма должна быть?",['general']
верим,['general']
Так я только увидел,['general']
а че тогда не подсказала?))),['general']
"Та это просто ты тугой, с первого же сообщения все понятно",['general']
Скоріш за все Вам слід підготувати автобіографію та всі дипломи і сертифікати.,['general']
"у тебя просят резюме где и в какие года ты работала, с указанием работодателя/компании и тд

вопросы свои научись правильно формулировать",['work']
"ты оч умная девочка но тебе понадобилось 5 сообщений что ты наконец-то сказала что тема твоей встречи berufliche Situation sprechen
Если ты в свои 20+ годиков научилась фоткаться в инстаграм и хамить когда тебе пытаются помочь, но не знаешь как резюме составить, это печально",['general']
"так что не знаю чем вам помочь, хорошего дня",['general']
да вы даже сказать не можете по какому поводу с бератором собираетесь встретится,['general']
это слово обозначает консультационную беседу а не документ (резюме),['documents']
что за первая встреча? Встреча по поводу чего?,['general']
"Приветствую всех. Кто смог бы скинуть мне гривну на Украинскую карту, а тут на месте я бы отдал евро? Город Мюнхен",['adaptation']
название документа который у вас попросили,['documents']
встреча с бюратором по поводу чего?,['general']
"Девушка, я здесь полгода , у меня это в первые",['general']
вы сами сказали что выписки предоставили позже,['general']
"Доброго дня. Цейво) Якось можна переїхати до Німеччини і отримати там роботу на законних підставах українцю чоловіку?) Не йде мова зараз про тип роботи і т.д. Наприклад,знайти роботодавця,підписати договір,і отримати право на працю в самій країні на підставі договору? З документів просто паспорт закордонний","['adaptation', 'documents']"
"У меня полный пакет документов, в том то всё и дело😉😉😉",['documents']
"Підскажіть, будь ласка групи, сайт по роботі Нижня Саксонія або Північний Рейн Вестфалія.
Дякую усім небайдужих .",['general']
"документы нужно было подавать вовремя, пока нет полного пакета документов никто ничего не рассматривает",['documents']
"А до этого мне что делать,ни денег,ни еды?",['general']
"вот именно времени свободного у вас полно, ждите))",['general']
Может быть и дольше,['general']
Київстар тільки через фіксіон,['general']
Ну не как 2 месяца,['general']
Так я же не работаю🤣🤣🤣,['work']
"так и скажите сотруднику ДЦ чтоб работал быстрее, вам же знакомые сказали что надо за 10 дней, а он не шевелится))) я жду перерасчет на возврат пособия уже 2,5 месяца, и это я им должна вернуть,т.к. работаю уже, а вы говорите 10 дней",['work']
Мало что в Германии делается втечение 10 дней,['general']
Мне знакомые сказали в течении 10 дней,['general']
"кто знает какие у вас потребности, кому то важен интернет, кому то звонки",['general']
"каждый ДЦ работает в своем режиме, где то обработка документов занимает 2 месяца, а где то неделю. стандартно до 6 недель","['work', 'documents']"
Добрый день. Имея только фиксион можно купить сим карту? и какой тариф лучше сейчас?,['general']
"Всем добрый день, скажите пожалуйста,в течении какого времени перечислят деньги,если во время не принёс распечатки ,за три месяца?",['finances']
"Привіт,Yuliia!",['general']
"А как в Германии происходит покупка автомобиля,если он уже снят с учета? 
Точнее,наши дальнейшие действия?
Спасибо",['general']
"Подскажите пожалуйста,какая страховая недорогая (для авто)",['general']
Здравствуйте. Скажите кто до какой темы доходил за один модуль с самого начала на курсах?,['general']
"Добрий день! Продаю нашу коляску Cybex Balios S Lux в полной комплектации (прогулка+люлька для новорожденных) в отличном состоянии.
За дополнительной информацией и фото, пишите в личные сообщения.",['general']
Instagram - Українців в Німеччині 🇩🇪🇺🇦 👇🏻👇🏻👇🏻👇🏻,['general']
"Доброго дня! Потрібен перекладач в Parchim з української на німецьку, або з англійської на німецьку. Буду вдячна за допомогу.",['general']
З валютної картки на валютну картку п2п. Працює з візою і мастером. Swift на перекази здається не працює зовсім. Я користуюся ПУМБ і моно,['general']
"**[відчувати опору, де б ти не був]

**переїзд до нової країни — це виклик, особливо коли хочеться зберегти зв'язок із рідною культурою, знайти однодумців та зберегти баланс всередині себе


**ми — ZHYVÁ — українська йога-студія онлайн

**• професійні онлайн-сесії українською мовою
• кваліфікований майстер
• гармонія через практику йоги, тіло та дихання

**1 заняття - 250 гривень [6 €]**
точка повернення до себе, де б ти не був


якщо ти читаєш це повідомлення, ти вже маєш все, що тобі потрібно, для створення постійності та гармонії в умовах комфорту свого дому


**ПРИЄДНАТИСЯ** 

[zhyva europe ](https://t.me/zhyvaeurope)
[тут ти також знайдеш деталі та зустрінеш своїх]","['housing', 'adaptation']"
Kostenlos?,['general']
Якщо більше 10к є інший варіант,['general']
Там величезна комісія. Вигідніше через MoneyGram,['finances']
"Ну так, все вірно.",['general']
"Тільки головне це не банк ВЮ
А просто будь який банк який співпрацює з вестерн юніон 
У нас навіть нова пошта також цим займається",['finances']
"Переводом через банк Wester Union,","['housing', 'finances']"
Доброго ранку! Чи можу я переоформити без продавця на себе машину? Тобто зняти її з реєстрації та поставити . Якщо є в наявності документи і авто.,['documents']
"Добрий ранок ,підкажіть будь ласка можливо є тут люди яким рідні чи знайомі з України ближчим часом переводили кошти (євро). Підкажіть будь ласка якими способами вони це робили? Бо через додатки не можливо через swift намагалася теж не вийшло, а людині маю повернути борг. Буду вдячна за інформацію🤗",['general']
Бажаю успіху,['general']
"Добрий ранок, так, треба ловити, слоти з'являються вночі, десь з 1 до 2 ночі, я так спіймала. З середи на четвер",['general']
"Підкажіть будь ласка, чи працює зараз онлайн-запис до
**ПаспортСервісу в Кьольні**? 

Вчора весь день оновлювала сайт. Завжди пише, що немає вільних слотів.
Треба ловити в якийсь спеціальний час?
Чи зараз немає онлайн-запису і не витрачати на це час?",['documents']
"Шукаю дім чи квартиру, де можна приписаться в місті Кассель, або десь поблизу. Буду дуже вдячний за інформацію, якщо може хтось десь знає.",['general']
"Посмотрите на сайте Wiki ,там есть информация о группах по Германии.",['general']
Ні. І не будуть.,['general']
"Ну у меня образ винды скачанный с официального сайта Microsoft, но активирован KMS-активатором.",['general']
"Если вы не предоставите доказательства, вам откажут в параграфе",['general']
"Та я планирую перед выездом адобы почистить, а вот винду ебал покупать",['housing']
"С виндой не было (пока), было с Adobe Lightroom. Заблокировалась.",['housing']
Это не доказательство,['general']
"засвідчену штампом Apostille довідку про прописку / реєстрацію в ФРН з графою про
сімейний стан (Aufenthaltsbescheinigung mit
Familienstand) з перекладом на українську мову від повноважного перекладача;


Тут буде достатньо тільки прописки перекладеної з апостилем?",['housing']
